,Id,Primary Title,Original Title,Year,Genres,Average Rating,# of Votes
1014,tt0333527,Anxious to Return, Gui xin si jian,1983, War,7.4,22
1015,tt0333538,Hai tan, Hai tan,1984, Drama,6.2,12
1016,tt0333673,Jiang Hu: Life on the Road, Jiang Hu: Life on the Road,1999, Documentary,7.8,12
1017,tt0333679,This Winter, Jin nian dong tian,2002, Documentary,7.1,11
1018,tt0333680,The Battle of Jinan, Ji nan zhan yi,1979, War,6.4,5
1019,tt0333682,Jing du qiu xia, Jing du qiu xia,1987, Drama,5.8,51
1020,tt0333690,Jue zhan zhi hou, Jue zhan zhi hou,1991, Drama&War,7.2,16
1021,tt0333762,Whoever Comes Is a Guest, Lai de dou shi ke,1990, Comedy&Drama,6.7,15
1022,tt0333979,The Story of South Island, Nan dao feng yun,1955, War,7.2,5
1023,tt0334000,Ni ming dian hua, Ni ming dian hua,1987, Horror,6.6,5
1024,tt0334022,Army Nurse, Nu er lo,1985, Romance,6.0,6
1025,tt0334195,What a Family, Qiao zhe yi jia zi,1979, Drama,7.4,69
1026,tt0334198,Qiu shou qi yi, Qiu shou qi yi,1993, Drama&War,2.4,7
1027,tt0334339,Shang gan ling, Shang gan ling,1956, Drama&War,6.6,116
1028,tt0334504,Tian shi yu mo gui, Tian shi yu mo gui,1987, Crime&Drama,5.7,6
1029,tt0334505,An Answer from Heaven, Tian tang hui xin,1994, Family,7.5,57
1030,tt0334683,Wan shui qian shan, Wan shui qian shan,1960, War,6.5,13
1031,tt0334695,Wei qing shao nu, Wei qing shao nu,1994, Drama&Thriller,6.4,37
1032,tt0334732,Railroad of Hope, Xi wang zhi lü,2002, Documentary,7.7,48
1033,tt0334735,Xin ju zhang dao lai zhi qian, Xin ju zhang dao lai zhi qian,1956, Drama,6.5,17
1034,tt0334738,Beauty Head of the Haunted House, Xiong zhai mei ren tou,1989, Horror,6.2,11
1035,tt0334786,To Liberate Shanghai, Zhan Shanghai,1959, War,6.9,14
1036,tt0335266,Lost in Translation, Lost in Translation,2003, Comedy&Drama,7.7,421322
1037,tt0338309,Evil, Ondskan,2003, Drama,7.8,35962
1038,tt0338459,Spy Kids 3-D: Game Over, Spy Kids 3: Game Over,2003, Action&Adventure&Comedy,4.3,55921
1039,tt0338564,Infernal Affairs, Mou gaan dou,2002, Action&Crime&Drama,8.0,118724
1040,tt0338565,Yau ching yam shui baau, Yau ching yam shui baau,2001, Comedy&Romance,5.8,268
1041,tt0338893,Da jie, Da jie,1995, War,7.8,12
1042,tt0339118,Hei bai ren jian, Hei bai ren jian,1992, Crime,7.4,5
1043,tt0339127,Hei san jiao, Hei san jiao,1977, Action,6.3,16
1044,tt0339128,Hei se 25, Hei se 25,1992, Action&Crime,3.0,6
1045,tt0339269,Ku cai hua, Ku cai hua,1965, Drama&War,5.9,17
1046,tt0339464,Haunted Office, Office yau gwai,2002, Horror,5.8,273
1047,tt0339831,U-Man, Gwaai sau hok yuen,2002, Action&Comedy,4.8,31
1048,tt0339891,Wei hai zi men zhu fu, Wei hai zi men zhu fu,1953, Drama,6.0,6
1049,tt0339917,Husband and Wife, Wo men fu fu zhi jian,1951, Drama,6.2,8
1050,tt0339932,You xia hei hu die, You xia hei hu die,1988, Drama,5.1,7
1051,tt0339981,Murder in 405, 405 mou sha an,1980, Thriller,7.6,97
1052,tt0340015,Bi xue bao dao, Bi xue bao dao,1991, Action,6.0,7
1053,tt0340043,Cheng feng po lang, Cheng feng po lang,1958, Drama,5.8,11
1054,tt0340046,Chuang ye, Chuang ye,1974, Drama,6.0,5
1055,tt0340047,Mighty Baby, Chuet sai hiu B,2002, Comedy,5.1,214
1056,tt0340065,Da chuan qi, Da chuan qi,1988, Drama,7.0,13
1057,tt0340114,Feng huo shao nian, Feng huo shao nian,1975, Drama,6.1,7
1058,tt0340126,Ge lia hao, Ge lia hao,1962, Comedy,6.7,7
1059,tt0340151,He chu bu feng liu, He chu bu feng liu,1983, Drama,6.2,5
1060,tt0340166,Hua hao yue yuan, Hua hao yue yuan,1958, Drama&Romance,5.7,6
1061,tt0340185,Jin guang da dao shang ji, Jin guang da dao shang ji,1975, Drama,4.8,6
1062,tt0340202,Lan dun bao xian xiang, Lan dun bao xian xiang,1983, Crime,4.6,5
1063,tt0340226,Bloodshed on the Luohuapo, Luohuapo qing chou,1991, Action,5.6,7
1064,tt0340300,The Bridge, Qiao,1949, Drama,6.2,12
1065,tt0340305,Quan shui ding dong, Quan shui ding dong,1982, Drama,7.5,14
1066,tt0340396,Born Coward, Tian sheng dan xiao,1994, Crime,6.2,39
1067,tt0340400,Tie xue Kunlun guan, Tie xue Kunlun guan,1994, War,7.0,13
1068,tt0340448,Xue jian hua ping, Xue jian hua ping,1986, Mystery,8.6,5
1069,tt0340453,The Bloody Battle of Taierzhuang, Xue zhan Taierzhuang,1986, War,6.5,148
1070,tt0340455,Yan yang tian, Yan yang tian,1975, Drama,3.5,13
1071,tt0340462,Ingeniously Taking Mount Hua, Zhi qu Huashan,1953, War,6.4,16
1072,tt0340587,Bing lin cheng xia, Bing lin cheng xia,1964, War,6.7,6
1073,tt0340623,Chen Huansheng shang cheng, Chen Huansheng shang cheng,1982, Drama,6.7,6
1074,tt0340626,Chongqing tan pan, Chongqing tan pan,1994, Drama,5.8,26
1075,tt0340628,Chunmiao, Chunmiao,1975, Drama,5.8,12
1076,tt0340764,Huan le ren jian, Huan le ren jian,1959, Drama,4.0,5
1077,tt0340855,Monster, Monster,2003, Biography&Crime&Drama,7.3,138367
1078,tt0340925,Chess King, Qi wang,1988, Drama,6.8,19
1079,tt0340970,Sha mo zhui fei ji, Sha mo zhui fei ji,1959, Action,7.2,6
1080,tt0341111,Xing zhen feng yun, Xing zhen feng yun,1994, Action&Crime,5.2,5
1081,tt0341125,Zhong Guo ba wang hua, Zhong Guo ba wang hua,1990, Action&Crime,5.3,7
1082,tt0341128,Zhu jian, Zhu jian,1994, Action,7.3,7
1083,tt0341284,Brothers, Broidit,2003, Drama,4.0,124
1084,tt0341301,Chen Sanliang, Chen Sanliang,1959, Drama,5.4,5
1085,tt0341495,Naked Weapon, Chik loh dak gung,2002, Action&Crime&Drama,5.5,7087
1086,tt0342040,On the Other Side of the Bridge, Am anderen Ende der Brücke,2002, Drama&Romance,6.9,82
1087,tt0342095,Corner Left Unnoticed by Love, Bei ai qing yi wang de jiao luo,1981, Drama,7.7,21
1088,tt0342103,Bi shui shuang hun, Bi shui shuang hun,1986, Fantasy&Romance,8.2,5
1089,tt0342246,Dai hao Er Yi San, Dai hao Er Yi San,1984, Thriller,7.7,7
1090,tt0342301,Dou ji, Dou ji,1990, Drama,6.4,7
1091,tt0342312,Duo cai de chen guang, Duo cai de chen guang,1984, Drama,7.7,7
1092,tt0342513,The Synthetic Man, He cheng ren,1988, Sci-Fi,5.9,7
1093,tt0342555,I Love You, Wo ai ni,2002, Drama&Romance,6.8,211
1094,tt0342697,Sheng huo xiu, Sheng huo xiu,2002, Drama,7.0,258
1095,tt0342778,The Missing Gun, Xun qiang,2002, Crime&Drama&Mystery,6.6,1135
1096,tt0342830,Countering Lights, Ni guang,1982, Romance,7.0,12
1097,tt0343105,To Live Is Better Than to Die, Hao si bu ru lai huo zhe,2003, Documentary,8.4,96
1098,tt0343195,Comic Star, Xi ju ming xing,1991, Drama,6.1,17
1099,tt0343213,The Conscription, Zhua zhuang ding,1963, Drama,7.3,22
1100,tt0343566,Da ze long she, Da ze long she,1982, Action,5.8,5
1101,tt0343571,Dai gu lu de yao lan, Dai gu lu de yao lan,1994, Drama,6.6,5
1102,tt0343885,Kai tian pi di, Kai tian pi di,1991, Drama,6.9,14
1103,tt0344331,Si du Chishui, Si du Chishui,1983, War,3.6,10
1104,tt0344500,Tutor, Tutor,1999, Drama,7.2,6
1105,tt0344568,Shanghai Panic, Wo men hai pa,2002, Drama&Romance,5.1,116
1106,tt0344589,Yue ya er, Yue ya er,1986, Drama,6.7,10
1107,tt0345140,Return from the Other World, Du shen zhi shen,2002, Drama&Fantasy,5.4,11
1108,tt0346565,Doctor Bethune, Baiqiuen dai fu,1964, Drama,6.9,14
1109,tt0346748,Ching mai heung gong, Ching mai heung gong,1994, Crime&Drama,6.9,7
1110,tt0346810,Dislocation, Cuo wei,1986, Drama&Sci-Fi&Thriller,7.2,81
1111,tt0346811,The Curse of the Komodo, The Curse of the Komodo,2004, Adventure&Horror&Sci-Fi,2.8,1448
1112,tt0346816,Total Destruction, Da hui mie,1990, Crime,4.8,5
1113,tt0346819,Cross the Dadu River, Dadu he,1980, War,5.7,17
1114,tt0346833,The Daughter of the Party, Dang de nu er,1958, Drama&Thriller&War,6.3,13
1115,tt0346887,A Little Monk, Dong seung,2002, Family,6.6,130
1116,tt0346909,Dry Wood Fierce Fire, Gon chaai lit feng,2002, Comedy&Drama&Romance,5.8,213
1117,tt0346975,Feng liu Qianlong, Feng liu Qianlong,1991, Action,5.4,5
1118,tt0347304,Kal Ho Naa Ho, Kal Ho Naa Ho,2003, Comedy&Drama&Musical,7.9,64099
1119,tt0347404,Divorce Wars, Li hun da zhan,1992, Drama,5.6,25
1120,tt0347405,Li hun he tong, Li hun he tong,1990, Drama,5.3,11
1121,tt0347442,Lu ming cui gu, Lu ming cui gu,1981, Family,5.8,5
1122,tt0347562,Mo gui fa qia, Mo gui fa qia,1994, Family&Fantasy,8.1,7
1123,tt0347684,Nu mo te zhi shi, Nu mo te zhi shi,1987, Drama&Mystery,6.0,7
1124,tt0347830,Qiu chang feng bo, Qiu chang feng bo,1957, Drama,4.6,5
1125,tt0347831,Quan wang, Quan wang,1993, War,2.5,18
1126,tt0347992,Death Ray on Coral Island, Shanhu dao shang de shi guang,1980, Sci-Fi&Thriller,5.0,13
1127,tt0348048,Sky Lovers, Tian shang de lian ren,2002, Drama,6.7,55
1128,tt0348143,Sun Zhongshan, Sun Zhongshan,1986, Drama,6.8,12
1129,tt0348233,Tou fa luan le, Tou fa luan le,1994, Drama,5.5,17
1130,tt0348448,Just One Look, Yat luk che,2002, Comedy&Drama&Romance,6.9,230
1131,tt0348493,Daughters of China, Zhong Hua nu er,1949, Drama&War,5.7,7
1132,tt0348591,My Tutor Friend, Donggabnaegi gwawoehagi,2003, Comedy&Romance,6.6,2341
1133,tt0348651,The Well, Jing,1988, Drama,7.6,19
1134,tt0349204,Brave 20, Xian doujiang,2002, Drama,6.9,12
1135,tt0349743,Long xu gou, Long xu gou,1953, Drama,5.5,11
1136,tt0350575,Ba bai luo han, Ba bai luo han,1985, Action,5.9,50
1137,tt0350585,Eagles Brave the Storm, Bao feng yu zhong de xiong ying,1957, Drama&War,3.6,5
1138,tt0350762,Dao dan bu dui, Dao dan bu dui,1990, Drama,6.3,6
1139,tt0350831,Dong jin xuqu, Dong jin xuqu,1962, War,7.1,8
1140,tt0350852,Du Shiniang, Du Shiniang,1981, Drama,7.7,21
1141,tt0350875,Eerduosi feng bao, Eerduosi feng bao,1962, Drama,5.6,7
1142,tt0350897,Erzi kai dian, Erzi kai dian,1987, Drama,6.7,81
1143,tt0350967,Fu yu zhi, Fu yu zhi,1986, Comedy&Drama,6.6,37
1144,tt0351135,Ji zhan qian ye, Ji zhan qian ye,1957, Thriller,5.5,6
1145,tt0351136,Jia da xia, Jia da xia,1989, Action,7.1,8
1146,tt0351138,Jia nu zheng qing, Jia nu zheng qing,1990, Drama,8.2,6
1147,tt0351140,Jia ting wen ti, Jia ting wen ti,1964, Drama,5.0,6
1148,tt0351141,Jiang hu ba mian feng, Jiang hu ba mian feng,1991, Action&Adventure&Drama,4.6,5
1149,tt0351299,Blind Shaft, Mang jing,2003, Crime&Drama,7.5,2505
1150,tt0351712,Sha mao jing li, Sha mao jing li,1988, Drama,6.0,33
1151,tt0351716,Sheng Baoluo yi yuan zhi mi, Sheng Baoluo yi yuan zhi mi,1990, Crime&Horror&Thriller,6.4,25
1152,tt0351998,The Empress Dowager, Xi tai hou,1989, Biography&Drama&History,6.4,93
1153,tt0351999,Xian shi huo bao, Xian shi huo bao,1990, Drama,6.6,9
1154,tt0352000,Ye er liang kai geting, Ye er liang kai geting,1992, Comedy,6.2,32
1155,tt0352005,Ying sheng a ge, Ying sheng a ge,1982, Family,6.4,5
1156,tt0352008,The Eternal Wave, Yong bu xiao shi de dian bo,1958, Drama&Thriller&War,7.3,37
1157,tt0352261,Missing Object, Cua roi,2003, N/A,7.6,8
1158,tt0352337,Fenshui ling, Fenshui ling,1964, Drama,4.6,5
1159,tt0352615,From Victory to Victory, Nan zheng bei zhan,1952, War,5.8,45
1160,tt0353017,Xiao zi xian sun ci hou zhe, Xiao zi xian sun ci hou zhe,1993, Comedy,7.2,51
1161,tt0353291,Chengji sihan, Chengji sihan,1986, Adventure,7.7,7
1162,tt0353504,Black Ice, Gololyod,2003, Drama,4.1,102
1163,tt0353580,Jia wu feng yun, Jia wu feng yun,1962, History&War,6.8,57
1164,tt0354173,Violin, Xiao ti qing,2003, Drama,7.6,26
1165,tt0354227,Xin Zhongguo di yi da an, Xin Zhongguo di yi da an,1992, Crime,5.7,6
1166,tt0354243,Zhou Yus Train, Zhou Yu de huo che,2002, Drama&Romance,6.5,1472
1167,tt0354361,Ai qing sha gua, Ai qing sha gua,1993, Comedy,8.2,8
1168,tt0354417,Bian zhai feng huo, Bian zhai feng huo,1957, Thriller,7.5,6
1169,tt0354566,Fei hu dui, Fei hu dui,1995, War,4.5,17
1170,tt0354593,Golden Chicken, Gam gai,2002, Comedy&Drama,7.1,860
1171,tt0354692,Langya shan wu zhuang shi, Langya shan wu zhuang shi,1958, War,5.8,72
1172,tt0354770,Prince Nezhas Triumph Against Dragon King, Nezha nao hai,1979, Action&Adventure&Animation,7.8,900
1173,tt0354855,Father and Sons, Père et fils,2003, Comedy,6.6,704
1174,tt0354878,Ru yan fei, Ru yan fei,1979, Drama,4.8,5
1175,tt0354911,Shan lin zhong tou yi ge nu ren, Shan lin zhong tou yi ge nu ren,1986, Drama,7.6,5
1176,tt0354964,Tie dao you ji dui, Tie dao you ji dui,1956, War,6.2,78
1177,tt0355035,Wu du mang mang, Wu du mang mang,1980, Thriller,7.8,5
1178,tt0355036,Five Golden Flowers, Wu duo Jinhua,1959, Musical&Romance,7.2,65
1179,tt0355037,Wu hai ye hang, Wu hai ye hang,1958, Drama,6.8,5
1180,tt0355056,Flowers of Our Motherland, Zuguo de huaduo,1955, Drama&Family,6.2,18
1181,tt0355449,Flyin Dance, Di yi ci de qin mi jie chu,2000, Drama&Romance,5.3,37
1182,tt0355465,Fathers, Fu qin ba ba,2001, N/A,6.3,12
1183,tt0355571,Interesting Times: The Secret of My Success, Lin qi da she tou,2002, Documentary,7.7,12
1184,tt0356127,Heavenly Grassland, Tianshang caoyuan,2002, N/A,7.7,25
1185,tt0356431,Boidchi annun dchonson, Boidchi annun dchonson,1965, Crime&Thriller,6.6,5
1186,tt0356483,Cong nu li dao jiang jun, Cong nu li dao jiang jun,1979, Drama&War,7.0,9
1187,tt0356499,Under the Bridge, Da qiao xia mian,1984, Romance,7.3,48
1188,tt0356696,Homerun, Pao ba hai zi,2003, Drama&Family,6.5,349
1189,tt0357067,Forever Young, Qing chun wan sui,1983, Drama&Family,7.2,17
1190,tt0357176,Si ge xiao huo ban, Si ge xiao huo ban,1981, Comedy&Family,6.2,8
1191,tt0357306,For Peace, Wei le he ping,1956, Drama,5.8,9
1192,tt0357867,Liu hao men, Liu hao men,1952, Drama,4.6,5
1193,tt0358273,Walk the Line, Walk the Line,2005, Biography&Drama&Music,7.8,236683
1194,tt0358292,Villages Cadre, Xiao po qing wang,1987, Comedy,5.2,8
1195,tt0360475,The Group, Chuen zik dai do,1998, Crime,6.1,42
1196,tt0361634,For the Children, Meili de dajiao,2003, Drama,6.5,146
1197,tt0361748,Inglourious Basterds, Inglourious Basterds,2009, Adventure&Drama&War,8.3,1291257
1198,tt0362288,Voice from Hometown, Voice from Hometown,1983, N/A,8.1,8
1199,tt0363290,Purple Butterfly, Zi hu die,2003, Drama&History&War,6.1,1198
1200,tt0365402,Spring Subway, Kai wang chun tian de di tie,2002, Drama&Romance,7.0,409
1201,tt0365907,A Walk Among the Tombstones, A Walk Among the Tombstones,2014, Action&Crime&Drama,6.5,113714
1202,tt0365917,Welcome to Destination Shanghai, Mu di di Shanghai,2003, Drama,4.6,51
1203,tt0366720,Cat and Mouse, Lou she oi sheung mao,2003, Action&Comedy&Romance,5.2,472
1204,tt0367104,Love Undercover, San jaat si mooi,2002, Comedy&Crime&Romance,6.5,567
1205,tt0367247,Eyes of a Beauty, Xi shi yan,2002, Drama,7.1,16
1206,tt0367602,Drunken Monkey, Zhui ma lao,2003, Action&Adventure&Comedy,5.9,568
1207,tt0367765,Gada Meilin, Gada Meilin,2002, Action&Adventure&Drama,6.2,62
1208,tt0368226,The Room, The Room,2003, Drama,3.7,83358
1209,tt0368276,Hero Zheng Chengong, Yingxiong Zheng Chengong,2001, Action&Drama&War,6.3,61
1210,tt0368770,Frugal Game, Haan chin ga chuk,2002, Comedy,5.5,135
1211,tt0368794,Im Not There, Im Not There,2007, Biography&Drama&Music,6.9,56782
1212,tt0368894,Ngo ga yau yat chek hiu dung see, Ngo ga yau yat chek hiu dung see,2002, Comedy&Romance,6.0,511
1213,tt0369226,Alone in the Dark, Alone in the Dark,2005, Action&Horror&Sci-Fi,2.4,41874
1214,tt0369552,Huangjiang nüxia, Huangjiang nüxia,1930, Action&Drama&History,6.6,14
1215,tt0369702,The Sea Inside, Mar adentro,2004, Biography&Drama,8.0,78274
1216,tt0369750,Dream Girl, Pao zhi nu peng you,2003, Comedy&Romance,4.8,292
1217,tt0370074,Bus Number 3, Xiao zi bei,1980, N/A,6.4,10
1218,tt0370360,Do You Like Spring Bear?, Bom-nal-eui gom-eul jong-a-ha-se-yo?,2003, Comedy&Drama&Romance,6.0,258
1219,tt0370969,Jasmine Flower, Mo li hua kai,2004, Drama&Family&Romance,6.5,790
1220,tt0372824,The Chorus, Les choristes,2004, Comedy&Drama&Music,7.9,58201
1221,tt0373074,Kung Fu Hustle, Kung fu,2004, Action&Comedy&Fantasy,7.7,128863
1222,tt0373081,A Love of Blueness, Lan se ai qing,2001, Romance,7.2,50
1223,tt0374009,Love for All Seasons, Baak nin ho hap,2003, Comedy&Romance,5.4,390
1224,tt0374184,Running on Karma, Dai zek lo,2003, Action&Drama&Thriller,6.6,2828
1225,tt0374330,Warriors of Heaven and Earth, Tian di ying xiong,2003, Action&Adventure&Drama,6.3,4105
1226,tt0375669,Colour of the Truth, Hak bak sam lam,2003, Action&Crime&Drama,6.5,615
1227,tt0375934,Love Undercover 2: Love Mission, San jaat si mooi 2,2003, Comedy,5.2,270
1228,tt0378900,Traces of a Dragon, Long de shen chu: Shi luo de pin tu,2003, Biography&Documentary&History,6.9,136
1229,tt0379278,Drifters, Er di,2003, Drama,6.3,268
1230,tt0379329,Shanghai Women, Jia zhuang mei gan jue,2002, Drama,7.1,21
1231,tt0379587,My Father and I, Wo he ba ba,2003, Drama,6.7,165
1232,tt0379878,Dragon Loaded 2003, Lung gam wai 2003,2003, Comedy,5.5,192
1233,tt0380069,My Lucky Star, Hang wan chiu yan,2003, Comedy&Fantasy&Romance,5.6,415
1234,tt0380689,Untold Scandal, Seukaendeul - Joseon namnyeo sangyeoljisa,2003, Drama,6.9,2206
1235,tt0381860,After School, After School,2003, Crime,6.6,7
1236,tt0382066,The Happy Bachelors, Kuai le de dan shen han,1985, N/A,6.6,14
1237,tt0382821,Green Tea, Lü cha,2003, Drama&Romance,6.6,706
1238,tt0382978,Buenos Aires Zero Degree: The Making of Happy Together, Sip si ling dou - Cheun gwong tsa sit,1999, Documentary&Drama,7.3,242
1239,tt0383216,The Pink Panther, The Pink Panther,2006, Adventure&Comedy&Crime,5.7,82338
1240,tt0383720,Xin A Li Ba Ba, Xin A Li Ba Ba,1988, Adventure&Comedy&Fantasy,6.9,17
1241,tt0384504,Saving Face, Saving Face,2004, Comedy&Drama&Romance,7.4,10469
1242,tt0384804,All Tomorrows Parties, Mingri tianya,2003, Drama&Sci-Fi,5.9,138
1243,tt0385004,House of Flying Daggers, Shi mian mai fu,2004, Action&Adventure&Drama,7.5,108514
1244,tt0385017,In My Fathers Den, In My Fathers Den,2004, Drama&Mystery&Thriller,7.5,7383
1245,tt0385543,Bell Witch: The Movie, Bell Witch: The Movie,2007, Drama&Horror,3.9,158
1246,tt0385893,Where Have All the Flowers Gone, Na shi hua kai,2002, Romance,6.3,102
1247,tt0385933,Le parfum de la dame en noir, Le parfum de la dame en noir,2005, Comedy&Crime,5.7,560
1248,tt0386651,Mountain Patrol, Kekexili,2004, Action&Drama,7.6,4776
1249,tt0386814,Peach Blossom, Tao hua man tian hong,1995, N/A,7.1,11
1250,tt0387592,Something About Secret, Shuo chu ni de mi mi,1999, Drama,6.9,25
1251,tt0387670,Man Watching Video, Videoreul boneun namja,2003, Drama&Romance,6.6,53
1252,tt0388377,River Queen, River Queen,2005, Action&Adventure&Drama,6.0,2507
1253,tt0388549,The New Years Gift, Ya sui qian,1937, N/A,5.2,9
1254,tt0388795,Brokeback Mountain, Brokeback Mountain,2005, Drama&Romance,7.7,327340
1255,tt0389448,Tie Xi Qu: West of the Tracks, Tiexi qu,2002, Documentary,8.4,1031
1256,tt0389845,Hidden Track, Cham chau Chou Chieh Lun,2003, Romance,4.3,149
1257,tt0390054,Gone Is the One Who Held Me Dearest in the World, Shi jie shang zui teng wo de na ge ren qu le,2002, Drama,7.0,57
1258,tt0390179,The Land Has Eyes, Pear ta ma on maf,2004, Drama,5.9,117
1259,tt0390272,Lost in Time, Mong bat liu,2003, Drama,7.2,982
1260,tt0390311,Nuan, Nuan,2003, Drama,7.0,218
1261,tt0390475,The Only Sons, Shan qing shui xiu,2003, Drama,7.3,6
1262,tt0390649,Uniform, Zhifu,2003, Drama&Thriller,6.3,231
1263,tt0390805,A Father with His Twenty-five Children, Er shi wu ge hai zi yi ge die,2003, Drama&Family,6.6,32
1264,tt0392883,Valley of Flowers, Valley of Flowers,2006, Adventure&Drama&Romance,7.0,1772
1265,tt0395819,Murky Shadow Over the Gorges, Xia jiang yiying,1985, Action,6.6,21
1266,tt0395942,Anna in Kung-Fu Land, An Na yu wu lin,2003, Action&Comedy&Romance,4.4,230
1267,tt0395972,North Country, North Country,2005, Drama,7.3,40429
1268,tt0395991,Sound of Colors, Di xia tie,2003, Comedy&Drama&Fantasy,6.0,411
1269,tt0396030,Golden Chicken 2, Gam gai 2,2003, Comedy&Drama,6.4,417
1270,tt0396735,Magic Kitchen, Moh waan chue fong,2004, Comedy&Romance,5.3,500
1271,tt0396890,Tamara, Tamara,2004, Drama,6.9,228
1272,tt0397625,The Magic Braid, Sen blain,1986, Adventure,6.2,80
1273,tt0398238,Baytong, OK baytong,2003, Drama,7.1,146
1274,tt0398373,The Twins Effect II, Chin gei bin II: Faa dou dai zin,2004, Action&Adventure&Comedy,4.9,2409
1275,tt0398388,When Ruoma Was Seventeen, Ruoma de shi qi sui,2002, Drama&Romance,6.8,102
1276,tt0399040,My Girl, Fan chan,2003, Comedy&Romance,8.1,1865
1277,tt0399048,Beauty Remains, Mei ren yi jiu,2005, Drama,5.3,110
1278,tt0399222,Lets Be Friends, Je préfère quon reste amis,2005, Comedy&Drama&Romance,6.0,1073
1279,tt0399650,Cell Phone, Shou ji,2003, Comedy&Drama,7.0,1284
1280,tt0400806,Secondary School, Secondary School,2003, Documentary,6.4,12
1281,tt0400888,Daybreak, Tianming,1933, Drama,6.7,132
1282,tt0401383,The Diving Bell and the Butterfly, Le scaphandre et le papillon,2007, Biography&Drama,8.0,103987
1283,tt0401410,Fantasia, Gwai ma kwong seung kuk,2004, Comedy,5.2,311
1284,tt0401439,Protégé de la Rose Noire, Gin chap hak mooi gwai,2004, Action&Comedy,4.8,205
1285,tt0402600,South of the Clouds, Yun de nan fang,2004, Drama,7.3,68
1286,tt0402710,Young Andersen, Unge Andersen,2005, Drama,6.3,431
1287,tt0403358,Night Watch, Nochnoy dozor,2004, Action&Fantasy&Horror,6.4,52550
1288,tt0404001,Elixir of Love, Faa ho yuet yuen,2004, Comedy&Drama,5.7,232
1289,tt0404203,Little Children, Little Children,2006, Drama&Romance,7.5,106286
1290,tt0404259,Mémoires affectives, Mémoires affectives,2004, Drama,7.5,741
1291,tt0404808,Bamboo Shoot, Zi yu zi le,2004, Comedy,6.4,81
1292,tt0405023,Dazzling, Hua yan,2002, Drama&Fantasy&Romance,7.1,53
1293,tt0405061,The Eye 2, Gin gwai 2,2004, Horror&Mystery,5.7,4645
1294,tt0405497,Taking Tiger Mountain by Strategy, Zhi qu wei hu shan,1970, Musical&War,6.2,38
1295,tt0405826,Itchy Heart, Chat nin han yeung,2004, Comedy&Romance,5.8,102
1296,tt0406002,The Story of Ermei, Jing zhe,2004, Drama,7.4,20
1297,tt0406110,Sky of Love, Oi duen liu sin,2003, Romance,6.5,65
1298,tt0406672,Kureyon Shin-chan ankoku tamatama daitsuiseki, Kureyon Shin-chan ankoku tamatama daitsuiseki,1997, Action&Adventure&Animation,6.8,426
1299,tt0407708,Enter the Phoenix, Dai lo oi mei lai,2004, Action&Comedy,5.6,1012
1300,tt0407876,The Red Detachment of Women, Hong se niang zi jun,1970, Music,7.9,85
1301,tt0408067,Ora e per sempre, Ora e per sempre,2004, Drama,7.6,49
1302,tt0409519,Unexpected Passion, Zaoyu jiqing,1991, N/A,7.7,9
1303,tt0409904,Day Watch, Dnevnoy dozor,2006, Action&Fantasy&Horror,6.5,33483
1304,tt0409941,Expect a Miracle, Pin guo yao yi kou,2001, Comedy&Romance,4.5,21
1305,tt0410921,Xiao Yao Valley in the Song Mountains, Gaoshan xiao yao gu,2001, Action&Drama,6.0,8
1306,tt0413515,Goddess of Mercy, Yu guanyin,2003, Action&Crime&Drama,6.4,454
1307,tt0414619,The Best Bet, Tu ran fa cai,2004, Comedy&Drama,6.1,102
1308,tt0414931,Breaking News, Dai si gin,2004, Action&Crime&Drama,6.7,5133
1309,tt0415046,The Overture, Hom rong,2004, Biography&Drama&Music,7.9,917
1310,tt0415116,Baober in Love, Lian ai zhong de Bao Bei,2004, Drama&Fantasy&Mystery,4.9,199
1311,tt0415127,The Man from London, A londoni férfi,2007, Crime&Drama&Mystery,7.1,3783
1312,tt0415144,Manasarovar, Manasarovar,2004, Drama,7.0,77
1313,tt0415380,Throw Down, Yau doh lung fu bong,2004, Drama,6.8,1542
1314,tt0415872,Yesterday Once More, Lung fung dau,2004, Comedy&Crime&Romance,6.3,861
1315,tt0415948,Passages, Lü cheng,2004, Drama,7.0,65
1316,tt0416044,Mongol: The Rise of Genghis Khan, Mongol,2007, Action&Biography&Drama,7.2,44970
1317,tt0416265,Tradition of Lover Killing, Rasm-e ashegh-koshi,2004, N/A,7.6,48
1318,tt0416320,Match Point, Match Point,2005, Drama&Romance&Thriller,7.6,208011
1319,tt0416634,Tea-Horse Road Series: Delamu, Cha ma gu dao xi lie,2004, Documentary,7.4,166
1320,tt0416871,Jade Warrior, Jadesoturi,2006, Action&Adventure&Drama,5.9,3879
1321,tt0416943,Green Hat, Lu mao zi,2004, Drama,6.8,247
1322,tt0417002,Musume Dojoji - jyaen no koi, Musume Dojoji - jyaen no koi,2004, Drama&Romance,6.4,7
1323,tt0417279,Qi xia si 1937, Qi xia si 1937,2004, War,7.7,9
1324,tt0417741,Harry Potter and the Half-Blood Prince, Harry Potter and the Half-Blood Prince,2009, Action&Adventure&Family,7.6,484173
1325,tt0417976,The Promise, Wu ji,2005, Action&Drama&Fantasy,5.6,8968
1326,tt0419675,Story Undone, Dastaneh natamam,2004, Drama,6.8,46
1327,tt0419712,The Society of Jesus, Druzba Isusova,2004, Drama,5.4,116
